Data,Cód Regulado ANP,Produtor-Importador,Código do Produto,Descrição do Produto,Região do Destinatário,UF do Destinatário,Volume-Litros
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORDESTE,BA,5024
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORTE,AC,2180
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORTE,AM,120
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORTE,AP,520
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORTE,PA,15352
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORTE,TO,2072
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,ES,1400
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,MG,5932
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,RJ,5488
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,SP,3584
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUL,PR,3764
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUL,RS,5744
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUL,SC,224
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620501001,Ciclo Otto,CENTRO OESTE,DF,24
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620501001,Ciclo Otto,CENTRO OESTE,GO,2592
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620501001,Ciclo Otto,CENTRO OESTE,MS,15676
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620501001,Ciclo Otto,CENTRO OESTE,MT,20632
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620501001,Ciclo Otto,NORDESTE,AL,2736
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620501001,Ciclo Otto,NORDESTE,BA,13320
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620501001,Ciclo Otto,NORDESTE,MA,480
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620501001,Ciclo Otto,NORDESTE,PE,1848
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620501001,Ciclo Otto,NORDESTE,PI,2400
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620501001,Ciclo Otto,NORDESTE,RN,9600
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620501001,Ciclo Otto,NORDESTE,SE,24000
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620501001,Ciclo Otto,NORTE,AC,960
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620501001,Ciclo Otto,NORTE,AP,11088
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620501001,Ciclo Otto,NORTE,PA,22764
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620501001,Ciclo Otto,NORTE,TO,1368
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620501001,Ciclo Otto,SUDESTE,ES,4080
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620501001,Ciclo Otto,SUDESTE,MG,8568
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620501001,Ciclo Otto,SUDESTE,RJ,11312
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620501001,Ciclo Otto,SUDESTE,SP,9168
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620501001,Ciclo Otto,SUL,PR,11464
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620501001,Ciclo Otto,SUL,RS,2076
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620501001,Ciclo Otto,SUL,SC,2112
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620501002,Ciclo Diesel,CENTRO OESTE,GO,2880
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620501002,Ciclo Diesel,CENTRO OESTE,MS,12624
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620501002,Ciclo Diesel,CENTRO OESTE,MT,16908
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620501002,Ciclo Diesel,NORDESTE,BA,7568
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620501002,Ciclo Diesel,NORDESTE,MA,1700
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620501002,Ciclo Diesel,NORTE,AC,6888
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620501002,Ciclo Diesel,NORTE,AP,1060
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620501002,Ciclo Diesel,NORTE,PA,39080
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620501002,Ciclo Diesel,NORTE,TO,1436
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620501002,Ciclo Diesel,SUDESTE,ES,3780
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620501002,Ciclo Diesel,SUDESTE,MG,4412
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620501002,Ciclo Diesel,SUDESTE,RJ,5976
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620501002,Ciclo Diesel,SUDESTE,SP,9360
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620501002,Ciclo Diesel,SUL,PR,12504
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620501002,Ciclo Diesel,SUL,RS,5604
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620501002,Ciclo Diesel,SUL,SC,1400
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620502001,Motores 2 tempos,CENTRO OESTE,GO,72
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620502001,Motores 2 tempos,CENTRO OESTE,MS,284
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620502001,Motores 2 tempos,CENTRO OESTE,MT,708
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620502001,Motores 2 tempos,NORDESTE,SE,40
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620502001,Motores 2 tempos,NORTE,AC,360
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620502001,Motores 2 tempos,NORTE,AP,200
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620502001,Motores 2 tempos,NORTE,PA,3376
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620502001,Motores 2 tempos,NORTE,TO,244
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620502001,Motores 2 tempos,SUDESTE,MG,60
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620502001,Motores 2 tempos,SUDESTE,RJ,88
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620502001,Motores 2 tempos,SUDESTE,SP,7528
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620502001,Motores 2 tempos,SUL,PR,16
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,CENTRO OESTE,DF,1048
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,CENTRO OESTE,GO,7168
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,CENTRO OESTE,MS,29568
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,CENTRO OESTE,MT,38468
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,AL,672
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,BA,6548
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,MA,720
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,PE,20
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,SE,2800
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORTE,AC,3488
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORTE,AM,920
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORTE,AP,1760
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORTE,PA,29324
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORTE,TO,2700
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,ES,9560
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,MG,19064
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,RJ,11688
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,SP,20432
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,PR,29464
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,RS,27248
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,SC,3412
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620601004,Outros Óleos Lubrificantes Acabados,CENTRO OESTE,GO,2004
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620601004,Outros Óleos Lubrificantes Acabados,CENTRO OESTE,MS,300
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620601004,Outros Óleos Lubrificantes Acabados,CENTRO OESTE,MT,512
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620601004,Outros Óleos Lubrificantes Acabados,NORTE,AC,124
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620601004,Outros Óleos Lubrificantes Acabados,NORTE,AP,100
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620601004,Outros Óleos Lubrificantes Acabados,NORTE,PA,2014
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620601004,Outros Óleos Lubrificantes Acabados,SUDESTE,MG,896
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620601004,Outros Óleos Lubrificantes Acabados,SUDESTE,RJ,48
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620601004,Outros Óleos Lubrificantes Acabados,SUDESTE,SP,1840
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620601004,Outros Óleos Lubrificantes Acabados,SUL,PR,5308
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620601004,Outros Óleos Lubrificantes Acabados,SUL,RS,720
05/2019,4338434,INCOL-LUB INDÚSTRIA E COMÉRCIO LTDA,620601004,Outros Óleos Lubrificantes Acabados,SUL,SC,2500
05/2019,4521158,SR III INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUL,PR,20
05/2019,4521158,SR III INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA,620501001,Ciclo Otto,NORTE,AP,3600
05/2019,4521158,SR III INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA,620501001,Ciclo Otto,NORTE,RO,39960
05/2019,4521158,SR III INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA,620501001,Ciclo Otto,NORTE,RR,9720
05/2019,4521158,SR III INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA,620501001,Ciclo Otto,SUDESTE,SP,3504
05/2019,4521158,SR III INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA,620501001,Ciclo Otto,SUL,PR,17496
05/2019,4521158,SR III INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA,620501001,Ciclo Otto,SUL,RS,2400
05/2019,4521158,SR III INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA,620501002,Ciclo Diesel,SUL,PR,340
05/2019,4521158,SR III INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA,620502001,Motores 2 tempos,NORTE,RO,828
05/2019,4521158,SR III INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,AL,336
05/2019,4521158,SR III INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORTE,AP,72
05/2019,4521158,SR III INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORTE,RO,684
05/2019,4521158,SR III INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,SP,3604
05/2019,4521158,SR III INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,PR,20656
05/2019,4521158,SR III INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA,620601004,Outros Óleos Lubrificantes Acabados,CENTRO OESTE,GO,1800
05/2019,4521158,SR III INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA,620601004,Outros Óleos Lubrificantes Acabados,CENTRO OESTE,MS,800
05/2019,4521158,SR III INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA,620601004,Outros Óleos Lubrificantes Acabados,NORDESTE,BA,800
05/2019,4521158,SR III INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA,620601004,Outros Óleos Lubrificantes Acabados,NORDESTE,CE,3600
05/2019,4521158,SR III INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA,620601004,Outros Óleos Lubrificantes Acabados,NORDESTE,PE,1400
05/2019,4521158,SR III INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA,620601004,Outros Óleos Lubrificantes Acabados,NORTE,AM,400
05/2019,4521158,SR III INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA,620601004,Outros Óleos Lubrificantes Acabados,NORTE,PA,1600
05/2019,4521158,SR III INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA,620601004,Outros Óleos Lubrificantes Acabados,SUDESTE,MG,600
05/2019,4521158,SR III INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA,620601004,Outros Óleos Lubrificantes Acabados,SUDESTE,RJ,800
05/2019,4521158,SR III INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA,620601004,Outros Óleos Lubrificantes Acabados,SUDESTE,SP,5640
05/2019,4521158,SR III INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA,620601004,Outros Óleos Lubrificantes Acabados,SUL,PR,5816
05/2019,4521158,SR III INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA,620601004,Outros Óleos Lubrificantes Acabados,SUL,RS,1600
05/2019,4521158,SR III INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA,620601004,Outros Óleos Lubrificantes Acabados,SUL,SC,400
05/2019,4608635,TEXSA DO BRASIL LTDA,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,CENTRO OESTE,MT,200
05/2019,4608635,TEXSA DO BRASIL LTDA,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORDESTE,BA,1600
05/2019,4608635,TEXSA DO BRASIL LTDA,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,SP,2400
05/2019,4608635,TEXSA DO BRASIL LTDA,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUL,PR,1100
05/2019,4608635,TEXSA DO BRASIL LTDA,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUL,SC,140
05/2019,4608635,TEXSA DO BRASIL LTDA,620501001,Ciclo Otto,CENTRO OESTE,DF,1120
05/2019,4608635,TEXSA DO BRASIL LTDA,620501001,Ciclo Otto,CENTRO OESTE,MS,4600
05/2019,4608635,TEXSA DO BRASIL LTDA,620501001,Ciclo Otto,CENTRO OESTE,MT,13596
05/2019,4608635,TEXSA DO BRASIL LTDA,620501001,Ciclo Otto,NORDESTE,BA,360
05/2019,4608635,TEXSA DO BRASIL LTDA,620501001,Ciclo Otto,NORDESTE,PB,5004
05/2019,4608635,TEXSA DO BRASIL LTDA,620501001,Ciclo Otto,NORDESTE,RN,22612
05/2019,4608635,TEXSA DO BRASIL LTDA,620501001,Ciclo Otto,NORTE,PA,5680
05/2019,4608635,TEXSA DO BRASIL LTDA,620501001,Ciclo Otto,SUDESTE,MG,5600
05/2019,4608635,TEXSA DO BRASIL LTDA,620501001,Ciclo Otto,SUDESTE,RJ,2360
05/2019,4608635,TEXSA DO BRASIL LTDA,620501001,Ciclo Otto,SUDESTE,SP,35636
05/2019,4608635,TEXSA DO BRASIL LTDA,620501001,Ciclo Otto,SUL,PR,23667
05/2019,4608635,TEXSA DO BRASIL LTDA,620501001,Ciclo Otto,SUL,RS,66452
05/2019,4608635,TEXSA DO BRASIL LTDA,620501001,Ciclo Otto,SUL,SC,85300
05/2019,4608635,TEXSA DO BRASIL LTDA,620501002,Ciclo Diesel,CENTRO OESTE,MS,3560
05/2019,4608635,TEXSA DO BRASIL LTDA,620501002,Ciclo Diesel,CENTRO OESTE,MT,20408
05/2019,4608635,TEXSA DO BRASIL LTDA,620501002,Ciclo Diesel,NORDESTE,BA,13100
05/2019,4608635,TEXSA DO BRASIL LTDA,620501002,Ciclo Diesel,NORDESTE,PB,200
05/2019,4608635,TEXSA DO BRASIL LTDA,620501002,Ciclo Diesel,NORDESTE,PE,1600
05/2019,4608635,TEXSA DO BRASIL LTDA,620501002,Ciclo Diesel,NORDESTE,RN,2000
05/2019,4608635,TEXSA DO BRASIL LTDA,620501002,Ciclo Diesel,NORTE,PA,17388
05/2019,4608635,TEXSA DO BRASIL LTDA,620501002,Ciclo Diesel,SUDESTE,ES,2200
05/2019,4608635,TEXSA DO BRASIL LTDA,620501002,Ciclo Diesel,SUDESTE,MG,4240
05/2019,4608635,TEXSA DO BRASIL LTDA,620501002,Ciclo Diesel,SUDESTE,RJ,3900
05/2019,4608635,TEXSA DO BRASIL LTDA,620501002,Ciclo Diesel,SUDESTE,SP,8080
05/2019,4608635,TEXSA DO BRASIL LTDA,620501002,Ciclo Diesel,SUL,PR,18200
05/2019,4608635,TEXSA DO BRASIL LTDA,620501002,Ciclo Diesel,SUL,SC,8856
05/2019,4608635,TEXSA DO BRASIL LTDA,620502001,Motores 2 tempos,CENTRO OESTE,MT,400
05/2019,4608635,TEXSA DO BRASIL LTDA,620502001,Motores 2 tempos,NORTE,PA,160
05/2019,4608635,TEXSA DO BRASIL LTDA,620502001,Motores 2 tempos,SUDESTE,SP,152
05/2019,4608635,TEXSA DO BRASIL LTDA,620502001,Motores 2 tempos,SUL,PR,188
05/2019,4608635,TEXSA DO BRASIL LTDA,620502001,Motores 2 tempos,SUL,SC,40
05/2019,4608635,TEXSA DO BRASIL LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,CENTRO OESTE,DF,104
05/2019,4608635,TEXSA DO BRASIL LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,CENTRO OESTE,MS,4506
05/2019,4608635,TEXSA DO BRASIL LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,CENTRO OESTE,MT,17875
05/2019,4608635,TEXSA DO BRASIL LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,BA,12400
05/2019,4608635,TEXSA DO BRASIL LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,PB,468
05/2019,4608635,TEXSA DO BRASIL LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORDESTE,RN,3420
05/2019,4608635,TEXSA DO BRASIL LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,NORTE,PA,9980
05/2019,4608635,TEXSA DO BRASIL LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,ES,5300
05/2019,4608635,TEXSA DO BRASIL LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,MG,4018
05/2019,4608635,TEXSA DO BRASIL LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,RJ,7448
05/2019,4608635,TEXSA DO BRASIL LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUDESTE,SP,15562
05/2019,4608635,TEXSA DO BRASIL LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,PR,19664
05/2019,4608635,TEXSA DO BRASIL LTDA,620503001,TRANSMISSÕES E SISTEMAS HIDRÁULICOS,SUL,SC,9696
05/2019,4608635,TEXSA DO BRASIL LTDA,620601004,Outros Óleos Lubrificantes Acabados,CENTRO OESTE,DF,180
05/2019,4608635,TEXSA DO BRASIL LTDA,620601004,Outros Óleos Lubrificantes Acabados,CENTRO OESTE,MS,200
05/2019,4608635,TEXSA DO BRASIL LTDA,620601004,Outros Óleos Lubrificantes Acabados,NORDESTE,BA,520
05/2019,4608635,TEXSA DO BRASIL LTDA,620601004,Outros Óleos Lubrificantes Acabados,SUDESTE,MG,280
05/2019,4608635,TEXSA DO BRASIL LTDA,620601004,Outros Óleos Lubrificantes Acabados,SUDESTE,SP,1560
05/2019,4608635,TEXSA DO BRASIL LTDA,620601004,Outros Óleos Lubrificantes Acabados,SUL,PR,5438
05/2019,4608635,TEXSA DO BRASIL LTDA,620601004,Outros Óleos Lubrificantes Acabados,SUL,SC,1064
05/2019,5092901,DUNAX LUBRIFICANTES LTDA. - ME,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORDESTE,BA,26924
05/2019,5092901,DUNAX LUBRIFICANTES LTDA. - ME,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORDESTE,CE,8992
05/2019,5092901,DUNAX LUBRIFICANTES LTDA. - ME,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORDESTE,PE,11920
05/2019,5092901,DUNAX LUBRIFICANTES LTDA. - ME,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORDESTE,PI,9080
05/2019,5092901,DUNAX LUBRIFICANTES LTDA. - ME,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORDESTE,RN,5600
05/2019,5092901,DUNAX LUBRIFICANTES LTDA. - ME,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,NORDESTE,SE,3628
05/2019,5092901,DUNAX LUBRIFICANTES LTDA. - ME,620101002,ENGRENAGENS E SISTEMAS CIRCULATÓRIOS,SUDESTE,ES,3904
05/2019,5092901,DUNAX LUBRIFICANTES LTDA. - ME,620501001,Ciclo Otto,NORDESTE,BA,170208
05/2019,5092901,DUNAX LUBRIFICANTES LTDA. - ME,620501001,Ciclo Otto,NORDESTE,CE,48900
05/2019,5092901,DUNAX LUBRIFICANTES LTDA. - ME,620501001,Ciclo Otto,NORDESTE,PE,48888
05/2019,5092901,DUNAX LUBRIFICANTES LTDA. - ME,620501001,Ciclo Otto,NORDESTE,PI,33984
05/2019,5092901,DUNAX LUBRIFICANTES LTDA. - ME,620501001,Ciclo Otto,NORDESTE,RN,44400
05/2019,5092901,DUNAX LUBRIFICANTES LTDA. - ME,620501001,Ciclo Otto,NORDESTE,SE,24396
05/2019,5092901,DUNAX LUBRIFICANTES LTDA. - ME,620501001,Ciclo Otto,SUDESTE,ES,29840
05/2019,5092901,DUNAX LUBRIFICANTES LTDA. - ME,620501002,Ciclo Diesel,NORDESTE,BA,81340
05/2019,5092901,DUNAX LUBRIFICANTES LTDA. - ME,620501002,Ciclo Diesel,NORDESTE,CE,10336
05/2019,5092901,DUNAX LUBRIFICANTES LTDA. - ME,620501002,Ciclo Diesel,NORDESTE,PE,36764
05/2019,5092901,DUNAX LUBRIFICANTES LTDA. - ME,620501002,Ciclo Diesel,NORDESTE,PI,14032
05/2019,5092901,DUNAX LUBRIFICANTES LTDA. - ME,620501002,Ciclo Diesel,NORDESTE,RN,17800
